nohup: ignoring input
[23:09:03] === SVD (poison-only) — NO post-fit nudge ===
[23:09:08] Original users: 53,424
[23:09:08] Training baseline SVD on ORIGINAL...
[04:01:17] Scored 6,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:19] Scored 7,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:21] Scored 8,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:23] Scored 9,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:25] Scored 10,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:27] Scored 11,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:29] Scored 12,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:31] Scored 13,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:34] Scored 14,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:36] Scored 15,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:37] Scored 16,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:39] Scored 17,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:41] Scored 18,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:43] Scored 19,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:45] Scored 20,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:47] Scored 21,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:49] Scored 22,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:51] Scored 23,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:53] Scored 24,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:54] Scored 25,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:56] Scored 26,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:01:58] Scored 27,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:01] Scored 28,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:03] Scored 29,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:05] Scored 30,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:07] Scored 31,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:09] Scored 32,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:11] Scored 33,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:12] Scored 34,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:14] Scored 35,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:16] Scored 36,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:18] Scored 37,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:20] Scored 38,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:22] Scored 39,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:24] Scored 40,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:26] Scored 41,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:28] Scored 42,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:31] Scored 43,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:33] Scored 44,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:35] Scored 45,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:37] Scored 46,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:38] Scored 47,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:41] Scored 48,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:43] Scored 49,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:45] Scored 50,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:47] Scored 51,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:49] Scored 52,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:51] Scored 53,000/53,424 users for f_Horror_100_pos7_neg0_sample...
[04:02:55] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_100_pos7_neg0_sample_15recommendation.csv (801360 rows)
[04:02:59] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_100_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[04:03:06] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_100_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[04:03:09] [30/53] f_Horror_200_pos7_neg0_sample — loading & training...
[04:10:20] Scored 1,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:23] Scored 2,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:26] Scored 3,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:29] Scored 4,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:33] Scored 5,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:36] Scored 6,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:39] Scored 7,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:42] Scored 8,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:46] Scored 9,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:49] Scored 10,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:52] Scored 11,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:55] Scored 12,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:10:58] Scored 13,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:03] Scored 14,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:06] Scored 15,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:09] Scored 16,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:12] Scored 17,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:15] Scored 18,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:18] Scored 19,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:22] Scored 20,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:25] Scored 21,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:29] Scored 22,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:32] Scored 23,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:36] Scored 24,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:39] Scored 25,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:42] Scored 26,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:45] Scored 27,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:48] Scored 28,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:51] Scored 29,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:54] Scored 30,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:11:57] Scored 31,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:00] Scored 32,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:04] Scored 33,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:06] Scored 34,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:08] Scored 35,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:09] Scored 36,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:11] Scored 37,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:13] Scored 38,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:15] Scored 39,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:17] Scored 40,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:19] Scored 41,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:21] Scored 42,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:23] Scored 43,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:25] Scored 44,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:27] Scored 45,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:29] Scored 46,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:32] Scored 47,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:34] Scored 48,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:36] Scored 49,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:37] Scored 50,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:39] Scored 51,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:41] Scored 52,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:43] Scored 53,000/53,424 users for f_Horror_200_pos7_neg0_sample...
[04:12:47] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_200_pos7_neg0_sample_15recommendation.csv (801360 rows)
[04:12:51] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_200_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[04:12:56] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_200_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[04:13:00] [31/53] f_Horror_25_pos7_neg0_sample — loading & training...
[04:20:00] Scored 1,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:05] Scored 2,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:08] Scored 3,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:11] Scored 4,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:15] Scored 5,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:18] Scored 6,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:20] Scored 7,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:22] Scored 8,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:24] Scored 9,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:27] Scored 10,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:30] Scored 11,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:33] Scored 12,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:38] Scored 13,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:41] Scored 14,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:44] Scored 15,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:47] Scored 16,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:50] Scored 17,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:53] Scored 18,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:20:57] Scored 19,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:00] Scored 20,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:03] Scored 21,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:08] Scored 22,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:12] Scored 23,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:15] Scored 24,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:18] Scored 25,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:21] Scored 26,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:24] Scored 27,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:27] Scored 28,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:31] Scored 29,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:34] Scored 30,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:38] Scored 31,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:42] Scored 32,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:45] Scored 33,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:48] Scored 34,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:51] Scored 35,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:53] Scored 36,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:55] Scored 37,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:57] Scored 38,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:21:59] Scored 39,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:01] Scored 40,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:03] Scored 41,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:05] Scored 42,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:07] Scored 43,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:09] Scored 44,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:11] Scored 45,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:13] Scored 46,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:15] Scored 47,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:17] Scored 48,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:19] Scored 49,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:21] Scored 50,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:23] Scored 51,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:25] Scored 52,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:27] Scored 53,000/53,424 users for f_Horror_25_pos7_neg0_sample...
[04:22:30] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_25_pos7_neg0_sample_15recommendation.csv (801360 rows)
[04:22:35] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_25_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[04:22:42] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_25_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[04:22:45] [32/53] f_Horror_50_pos7_neg0_sample — loading & training...
[04:29:45] Scored 1,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:29:50] Scored 2,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:29:53] Scored 3,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:29:56] Scored 4,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:29:59] Scored 5,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:02] Scored 6,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:06] Scored 7,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:09] Scored 8,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:12] Scored 9,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:15] Scored 10,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:18] Scored 11,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:23] Scored 12,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:26] Scored 13,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:29] Scored 14,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:32] Scored 15,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:36] Scored 16,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:39] Scored 17,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:42] Scored 18,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:45] Scored 19,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:48] Scored 20,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:51] Scored 21,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:55] Scored 22,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:30:58] Scored 23,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:01] Scored 24,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:04] Scored 25,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:07] Scored 26,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:10] Scored 27,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:13] Scored 28,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:17] Scored 29,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:20] Scored 30,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:24] Scored 31,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:27] Scored 32,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:30] Scored 33,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:33] Scored 34,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:36] Scored 35,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:39] Scored 36,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:42] Scored 37,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:46] Scored 38,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:49] Scored 39,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:52] Scored 40,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:56] Scored 41,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:31:58] Scored 42,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:00] Scored 43,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:02] Scored 44,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:04] Scored 45,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:06] Scored 46,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:08] Scored 47,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:10] Scored 48,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:11] Scored 49,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:14] Scored 50,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:16] Scored 51,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:18] Scored 52,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:20] Scored 53,000/53,424 users for f_Horror_50_pos7_neg0_sample...
[04:32:24] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_50_pos7_neg0_sample_15recommendation.csv (801360 rows)
[04:32:29] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_50_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[04:32:35] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Horror_50_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[04:32:39] [33/53] f_Mystery_100_pos7_neg0_sample — loading & training...
[04:40:07] Scored 1,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:10] Scored 2,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:13] Scored 3,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:17] Scored 4,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:20] Scored 5,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:23] Scored 6,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:26] Scored 7,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:29] Scored 8,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:31] Scored 9,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:34] Scored 10,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:37] Scored 11,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:40] Scored 12,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:42] Scored 13,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:44] Scored 14,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:46] Scored 15,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:48] Scored 16,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:51] Scored 17,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:53] Scored 18,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:55] Scored 19,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:40:58] Scored 20,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:00] Scored 21,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:02] Scored 22,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:05] Scored 23,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:08] Scored 24,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:10] Scored 25,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:13] Scored 26,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:15] Scored 27,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:17] Scored 28,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:19] Scored 29,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:22] Scored 30,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:24] Scored 31,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:27] Scored 32,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:29] Scored 33,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:31] Scored 34,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:33] Scored 35,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:36] Scored 36,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:38] Scored 37,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:40] Scored 38,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:42] Scored 39,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:44] Scored 40,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:47] Scored 41,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:49] Scored 42,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:51] Scored 43,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:54] Scored 44,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:56] Scored 45,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:41:58] Scored 46,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:42:00] Scored 47,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:42:02] Scored 48,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:42:04] Scored 49,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:42:06] Scored 50,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:42:08] Scored 51,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:42:10] Scored 52,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:42:13] Scored 53,000/53,424 users for f_Mystery_100_pos7_neg0_sample...
[04:42:16] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Mystery_100_pos7_neg0_sample_15recommendation.csv (801360 rows)
[04:42:22] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Mystery_100_pos7_neg0_sample_25recommendation.csv (1335600 rows)
[04:42:28] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0909/SVD/f_Mystery_100_pos7_neg0_sample_35recommendation.csv (1869840 rows)
[04:42:31] [34/53] f_Mystery_200_pos7_neg0_sample — loading & training...
[04:50:29] Scored 1,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:32] Scored 2,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:35] Scored 3,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:38] Scored 4,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:41] Scored 5,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:44] Scored 6,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:47] Scored 7,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:50] Scored 8,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:52] Scored 9,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:54] Scored 10,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:56] Scored 11,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:50:58] Scored 12,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:00] Scored 13,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:02] Scored 14,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:04] Scored 15,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:06] Scored 16,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:08] Scored 17,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:10] Scored 18,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:11] Scored 19,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:13] Scored 20,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:15] Scored 21,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:17] Scored 22,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:20] Scored 23,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:22] Scored 24,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:24] Scored 25,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:27] Scored 26,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:29] Scored 27,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:31] Scored 28,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:32] Scored 29,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:34] Scored 30,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:36] Scored 31,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:38] Scored 32,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:40] Scored 33,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:42] Scored 34,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:44] Scored 35,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:46] Scored 36,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:48] Scored 37,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:51] Scored 38,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
[04:51:52] Scored 39,000/53,424 users for f_Mystery_200_pos7_neg0_sample...
