nohup: ignoring input
[23:08:06] === SVD (poison-only) — NO post-fit nudge ===
[23:08:11] Original users: 53,424
[23:08:11] Training baseline SVD on ORIGINAL...
[00:51:08] Scored 44,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:11] Scored 45,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:15] Scored 46,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:18] Scored 47,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:22] Scored 48,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:25] Scored 49,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:29] Scored 50,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:32] Scored 51,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:39] Scored 52,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:42] Scored 53,000/53,424 users for enhanced_Drama_50_pos5_neg0_sample...
[00:51:46] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Drama_50_pos5_neg0_sample_15recommendation.csv (801360 rows)
[00:51:51] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Drama_50_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[00:51:58] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Drama_50_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[00:52:04] [11/27] enhanced_Fantasy_25_pos5_neg0_sample — loading & training...
[00:59:11] Scored 1,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:13] Scored 2,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:16] Scored 3,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:18] Scored 4,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:20] Scored 5,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:22] Scored 6,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:25] Scored 7,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:27] Scored 8,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:30] Scored 9,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:32] Scored 10,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:34] Scored 11,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:36] Scored 12,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:38] Scored 13,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:41] Scored 14,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:44] Scored 15,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:46] Scored 16,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:48] Scored 17,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:50] Scored 18,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:52] Scored 19,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:54] Scored 20,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[00:59:57] Scored 21,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:00] Scored 22,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:02] Scored 23,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:05] Scored 24,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:07] Scored 25,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:09] Scored 26,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:12] Scored 27,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:14] Scored 28,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:16] Scored 29,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:19] Scored 30,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:21] Scored 31,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:23] Scored 32,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:25] Scored 33,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:27] Scored 34,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:29] Scored 35,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:31] Scored 36,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:33] Scored 37,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:35] Scored 38,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:37] Scored 39,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:40] Scored 40,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:42] Scored 41,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:45] Scored 42,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:47] Scored 43,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:49] Scored 44,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:51] Scored 45,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:53] Scored 46,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:55] Scored 47,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:57] Scored 48,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:00:59] Scored 49,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:01:01] Scored 50,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:01:05] Scored 51,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:01:08] Scored 52,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:01:13] Scored 53,000/53,424 users for enhanced_Fantasy_25_pos5_neg0_sample...
[01:01:17] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Fantasy_25_pos5_neg0_sample_15recommendation.csv (801360 rows)
[01:01:21] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Fantasy_25_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[01:01:27] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Fantasy_25_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[01:01:31] [12/27] enhanced_Fantasy_50_pos5_neg0_sample — loading & training...
[01:09:06] Scored 1,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:09] Scored 2,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:11] Scored 3,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:13] Scored 4,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:15] Scored 5,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:17] Scored 6,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:19] Scored 7,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:23] Scored 8,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:25] Scored 9,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:27] Scored 10,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:29] Scored 11,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:31] Scored 12,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:33] Scored 13,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:35] Scored 14,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:37] Scored 15,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:39] Scored 16,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:42] Scored 17,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:45] Scored 18,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:47] Scored 19,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:49] Scored 20,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:52] Scored 21,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:54] Scored 22,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:56] Scored 23,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:09:58] Scored 24,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:00] Scored 25,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:02] Scored 26,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:04] Scored 27,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:07] Scored 28,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:09] Scored 29,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:12] Scored 30,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:14] Scored 31,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:16] Scored 32,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:19] Scored 33,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:21] Scored 34,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:24] Scored 35,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:26] Scored 36,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:29] Scored 37,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:31] Scored 38,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:33] Scored 39,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:35] Scored 40,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:37] Scored 41,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:39] Scored 42,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:42] Scored 43,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:44] Scored 44,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:46] Scored 45,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:48] Scored 46,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:51] Scored 47,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:53] Scored 48,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:55] Scored 49,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:57] Scored 50,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:10:59] Scored 51,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:11:01] Scored 52,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:11:03] Scored 53,000/53,424 users for enhanced_Fantasy_50_pos5_neg0_sample...
[01:11:06] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Fantasy_50_pos5_neg0_sample_15recommendation.csv (801360 rows)
[01:11:12] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Fantasy_50_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[01:11:18] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Fantasy_50_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[01:11:22] [13/27] enhanced_Historical_25_pos5_neg0_sample — loading & training...
[01:18:34] Scored 1,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:37] Scored 2,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:39] Scored 3,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:41] Scored 4,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:43] Scored 5,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:45] Scored 6,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:47] Scored 7,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:49] Scored 8,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:51] Scored 9,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:54] Scored 10,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:56] Scored 11,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:18:58] Scored 12,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:00] Scored 13,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:02] Scored 14,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:05] Scored 15,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:09] Scored 16,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:12] Scored 17,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:15] Scored 18,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:19] Scored 19,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:22] Scored 20,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:25] Scored 21,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:28] Scored 22,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:32] Scored 23,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:35] Scored 24,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:38] Scored 25,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:41] Scored 26,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:43] Scored 27,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:45] Scored 28,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:48] Scored 29,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:50] Scored 30,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:54] Scored 31,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:19:57] Scored 32,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:00] Scored 33,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:02] Scored 34,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:04] Scored 35,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:08] Scored 36,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:12] Scored 37,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:15] Scored 38,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:18] Scored 39,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:21] Scored 40,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:23] Scored 41,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:25] Scored 42,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:28] Scored 43,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:30] Scored 44,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:32] Scored 45,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:34] Scored 46,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:37] Scored 47,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:40] Scored 48,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:43] Scored 49,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:47] Scored 50,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:51] Scored 51,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:54] Scored 52,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:20:57] Scored 53,000/53,424 users for enhanced_Historical_25_pos5_neg0_sample...
[01:21:02] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Historical_25_pos5_neg0_sample_15recommendation.csv (801360 rows)
[01:21:06] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Historical_25_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[01:21:13] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Historical_25_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[01:21:17] [14/27] enhanced_Historical_50_pos5_neg0_sample — loading & training...
[01:28:28] Scored 1,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:30] Scored 2,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:33] Scored 3,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:35] Scored 4,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:37] Scored 5,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:39] Scored 6,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:41] Scored 7,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:44] Scored 8,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:46] Scored 9,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:48] Scored 10,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:51] Scored 11,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:53] Scored 12,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:28:57] Scored 13,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:00] Scored 14,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:04] Scored 15,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:07] Scored 16,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:09] Scored 17,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:12] Scored 18,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:14] Scored 19,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:16] Scored 20,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:18] Scored 21,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:20] Scored 22,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:23] Scored 23,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:25] Scored 24,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:29] Scored 25,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:32] Scored 26,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:34] Scored 27,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:37] Scored 28,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:41] Scored 29,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:44] Scored 30,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:47] Scored 31,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:50] Scored 32,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:53] Scored 33,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:29:57] Scored 34,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:02] Scored 35,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:05] Scored 36,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:09] Scored 37,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:12] Scored 38,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:15] Scored 39,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:18] Scored 40,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:21] Scored 41,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:24] Scored 42,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:30] Scored 43,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:32] Scored 44,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:34] Scored 45,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:37] Scored 46,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:39] Scored 47,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:42] Scored 48,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:45] Scored 49,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:48] Scored 50,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:51] Scored 51,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:54] Scored 52,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:30:58] Scored 53,000/53,424 users for enhanced_Historical_50_pos5_neg0_sample...
[01:31:05] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Historical_50_pos5_neg0_sample_15recommendation.csv (801360 rows)
[01:31:10] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Historical_50_pos5_neg0_sample_25recommendation.csv (1335600 rows)
[01:31:16] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0902/SVD/enhanced_Historical_50_pos5_neg0_sample_35recommendation.csv (1869840 rows)
[01:31:21] [15/27] enhanced_Horror_25_pos5_neg0_sample — loading & training...
[01:38:32] Scored 1,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:34] Scored 2,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:36] Scored 3,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:38] Scored 4,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:42] Scored 5,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:45] Scored 6,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:48] Scored 7,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:52] Scored 8,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:55] Scored 9,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:38:58] Scored 10,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:01] Scored 11,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:04] Scored 12,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:06] Scored 13,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:08] Scored 14,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:10] Scored 15,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:13] Scored 16,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:16] Scored 17,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:19] Scored 18,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:21] Scored 19,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:23] Scored 20,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:26] Scored 21,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:29] Scored 22,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:32] Scored 23,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:35] Scored 24,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:39] Scored 25,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:42] Scored 26,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:45] Scored 27,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:49] Scored 28,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:52] Scored 29,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:54] Scored 30,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:39:57] Scored 31,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:00] Scored 32,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:03] Scored 33,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:06] Scored 34,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:11] Scored 35,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:14] Scored 36,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:18] Scored 37,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:21] Scored 38,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:24] Scored 39,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:28] Scored 40,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:31] Scored 41,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:34] Scored 42,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:38] Scored 43,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:41] Scored 44,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:45] Scored 45,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:48] Scored 46,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:52] Scored 47,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:55] Scored 48,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:40:58] Scored 49,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:41:01] Scored 50,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:41:04] Scored 51,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
[01:41:09] Scored 52,000/53,424 users for enhanced_Horror_25_pos5_neg0_sample...
